,user_id,item_id,term,length_of_stay_bucket,rate_plan,room_segment,n_people_bucket,weekend_stay
4388,4732,70,OffSeason,[4-7],Nonref,[0-160],[2-2],True
4389,4733,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
4390,4734,51,OffSeason,[4-7],Nonref,[160-260],[2-2],False
4391,4735,90,OffSeason,[4-7],Nonref,[0-160],[1-1],True
4392,4736,50,OffSeason,[2-3],Nonref,[160-260],[2-2],True
4393,4737,35,OffSeason,[2-3],Standard,[160-260],[1-1],False
4394,4738,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
4395,4740,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
4396,4741,48,OffSeason,[2-3],Nonref,[160-260],[2-2],False
4397,4742,427,Christmas,[2-3],Nonref,[160-260],[3-4],False
4398,4743,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
4399,4744,382,NewYear,[4-7],Standard,[160-260],[3-4],True
4400,4745,50,OffSeason,[2-3],Nonref,[160-260],[2-2],True
4401,4746,50,OffSeason,[2-3],Nonref,[160-260],[2-2],True
4402,4747,34,OffSeason,[2-3],Standard,[260-360],[3-4],False
4403,4748,50,OffSeason,[2-3],Nonref,[160-260],[2-2],True
4404,4748,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
4405,4748,50,OffSeason,[2-3],Nonref,[160-260],[2-2],True
4406,4749,50,OffSeason,[2-3],Nonref,[160-260],[2-2],True
4407,4750,100,OffSeason,[4-7],Nonref,[260-360],[3-4],True
4408,4751,25,OffSeason,[2-3],Standard,[260-360],[3-4],True
4409,4753,50,OffSeason,[2-3],Nonref,[160-260],[2-2],True
4410,4754,50,OffSeason,[2-3],Nonref,[160-260],[2-2],True
4411,4755,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
4412,4756,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
4413,4757,50,OffSeason,[2-3],Nonref,[160-260],[2-2],True
4414,380,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
4415,4758,50,OffSeason,[2-3],Nonref,[160-260],[2-2],True
4416,4759,64,OffSeason,[2-3],Nonref,[0-160],[2-2],True
4417,4760,50,OffSeason,[2-3],Nonref,[160-260],[2-2],True
4418,4761,24,OffSeason,[4-7],Standard,[160-260],[2-2],True
4419,4762,50,OffSeason,[2-3],Nonref,[160-260],[2-2],True
4420,4763,21,OffSeason,[2-3],Standard,[160-260],[2-2],True
4421,4764,94,LowSeason,[4-7],Standard,[260-360],[5-inf],True
4422,4765,24,OffSeason,[4-7],Standard,[160-260],[2-2],True
4423,4766,33,OffSeason,[2-3],Standard,[160-260],[3-4],False
4424,4767,50,OffSeason,[2-3],Nonref,[160-260],[2-2],True
4425,4768,67,OffSeason,[2-3],Nonref,[260-360],[5-inf],True
4426,4769,428,Christmas,[2-3],Standard,[260-360],[5-inf],True
4427,418,141,OffSeason,[4-7],Nonref,[160-260],[1-1],True
4428,4770,6,OffSeason,[2-3],Standard,[260-360],[5-inf],True
4429,4771,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
4430,4772,140,OffSeason,[2-3],Nonref,[260-360],[2-2],True
4431,4774,429,NewYear,[2-3],Standard,[260-360],[5-inf],True
4432,4775,140,OffSeason,[2-3],Nonref,[260-360],[2-2],True
4433,4776,143,OffSeason,[0-1],Nonref,[160-260],[3-4],False
4434,4777,21,OffSeason,[2-3],Standard,[160-260],[2-2],True
4435,4778,49,OffSeason,[0-1],Standard,[160-260],[2-2],True
4436,4779,67,OffSeason,[2-3],Nonref,[260-360],[5-inf],True
4437,4780,6,OffSeason,[2-3],Standard,[260-360],[5-inf],True
4438,4781,48,OffSeason,[2-3],Nonref,[160-260],[2-2],False
4439,4782,100,OffSeason,[4-7],Nonref,[260-360],[3-4],True
4440,4783,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
4441,4784,423,NewYear,[2-3],Standard,[160-260],[3-4],True
4442,4785,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
4443,4786,48,OffSeason,[2-3],Nonref,[160-260],[2-2],False
4444,4787,138,OffSeason,[2-3],Nonref,[0-160],[2-2],False
4445,4495,134,OffSeason,[0-1],Standard,[160-260],[1-1],False
4446,4788,409,OffSeason,[0-1],Standard,[160-260],[5-inf],True
4447,4789,36,OffSeason,[4-7],Standard,[160-260],[1-1],True
4448,4790,71,OffSeason,[4-7],Nonref,[160-260],[3-4],True
4449,4791,397,NewYear,[2-3],Standard,[160-260],[5-inf],True
4450,4792,56,OffSeason,[4-7],Nonref,[160-260],[2-2],True
4451,4793,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
4452,4794,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
4453,4795,21,OffSeason,[2-3],Standard,[160-260],[2-2],True
4454,4796,50,OffSeason,[2-3],Nonref,[160-260],[2-2],True
4455,4797,52,OffSeason,[2-3],Nonref,[160-260],[3-4],False
4456,4798,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
4457,4799,246,OffSeason,[0-1],Nonref,[160-260],[3-4],True
4458,4800,116,WinterVacation,[4-7],Nonref,[160-260],[3-4],True
4459,4802,50,OffSeason,[2-3],Nonref,[160-260],[2-2],True
4460,4803,160,OffSeason,[0-1],Standard,[160-260],[3-4],True
4461,4804,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
4462,4805,57,OffSeason,[2-3],Nonref,[160-260],[5-inf],True
4463,4806,56,OffSeason,[4-7],Nonref,[160-260],[2-2],True
4464,4807,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
4465,4808,50,OffSeason,[2-3],Nonref,[160-260],[2-2],True
4466,4809,50,OffSeason,[2-3],Nonref,[160-260],[2-2],True
4467,4810,17,OffSeason,[2-3],Standard,[160-260],[1-1],True
4468,4812,362,OffSeason,[4-7],Standard,[360-500],[5-inf],True
4469,4813,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
4470,706,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
4471,4815,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
4472,4816,246,OffSeason,[0-1],Nonref,[160-260],[3-4],True
4473,4817,21,OffSeason,[2-3],Standard,[160-260],[2-2],True
4474,4818,88,OffSeason,[8-inf],Standard,[160-260],[3-4],True
4475,4820,78,OffSeason,[0-1],Nonref,[260-360],[5-inf],True
4476,4821,399,OffSeason,[0-1],Standard,[260-360],[5-inf],True
4477,4822,53,OffSeason,[0-1],Nonref,[160-260],[5-inf],True
4478,4823,71,OffSeason,[4-7],Nonref,[160-260],[3-4],True
4479,4824,71,OffSeason,[4-7],Nonref,[160-260],[3-4],True
4480,4825,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
4481,4826,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
4482,4827,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
4483,4828,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
4484,4829,246,OffSeason,[0-1],Nonref,[160-260],[3-4],True
4485,4830,356,OffSeason,[2-3],Standard,[360-500],[5-inf],True
4486,4831,56,OffSeason,[4-7],Nonref,[160-260],[2-2],True
4487,4832,25,OffSeason,[2-3],Standard,[260-360],[3-4],True
4488,4833,50,OffSeason,[2-3],Nonref,[160-260],[2-2],True
4489,4834,243,OffSeason,[4-7],Nonref,[260-360],[2-2],True
4490,4835,419,OffSeason,[0-1],Standard,[260-360],[3-4],True
4491,4836,376,OffSeason,[0-1],Standard,[160-260],[1-1],True
4492,4797,160,OffSeason,[0-1],Standard,[160-260],[3-4],True
4493,4837,81,OffSeason,[2-3],Nonref,[260-360],[3-4],True
4494,4838,160,OffSeason,[0-1],Standard,[160-260],[3-4],True
4495,4839,143,OffSeason,[0-1],Nonref,[160-260],[3-4],False
4496,1114,401,OffSeason,[0-1],Nonref,[160-260],[2-2],True
4497,4840,228,OffSeason,[0-1],Standard,[160-260],[2-2],False
4498,4841,49,OffSeason,[0-1],Standard,[160-260],[2-2],True
4499,4842,71,OffSeason,[4-7],Nonref,[160-260],[3-4],True
4500,4843,50,OffSeason,[2-3],Nonref,[160-260],[2-2],True
4501,4844,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
4502,4845,430,NewYear,[4-7],Nonref,[160-260],[2-2],True
4503,4847,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
4504,4848,50,OffSeason,[2-3],Nonref,[160-260],[2-2],True
4505,4849,246,OffSeason,[0-1],Nonref,[160-260],[3-4],True
4506,4850,21,OffSeason,[2-3],Standard,[160-260],[2-2],True
4507,4851,64,OffSeason,[2-3],Nonref,[0-160],[2-2],True
4508,4852,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
4509,2676,134,OffSeason,[0-1],Standard,[160-260],[1-1],False
4510,4853,50,OffSeason,[2-3],Nonref,[160-260],[2-2],True
4511,4854,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
4512,4855,0,WinterVacation,[2-3],Standard,[260-360],[5-inf],True
4513,216,401,OffSeason,[0-1],Nonref,[160-260],[2-2],True
4514,4857,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
4515,4858,52,OffSeason,[2-3],Nonref,[160-260],[3-4],False
4516,4859,55,WinterVacation,[2-3],Nonref,[160-260],[2-2],True
4517,4860,50,OffSeason,[2-3],Nonref,[160-260],[2-2],True
4518,4861,57,OffSeason,[2-3],Nonref,[160-260],[5-inf],True
4519,4862,50,OffSeason,[2-3],Nonref,[160-260],[2-2],True
4520,4863,172,OffSeason,[8-inf],Nonref,[160-260],[1-1],True
4521,4864,71,OffSeason,[4-7],Nonref,[160-260],[3-4],True
4522,4866,131,HighSeason,[4-7],Standard,[260-360],[3-4],True
4523,4867,50,OffSeason,[2-3],Nonref,[160-260],[2-2],True
4524,4868,431,Christmas,[4-7],Standard,[260-360],[5-inf],True
4525,4869,129,OffSeason,[2-3],Nonref,[160-260],[1-1],True
4526,4870,432,Christmas,[4-7],Standard,[0-160],[2-2],True
4527,4871,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
4528,4872,10,HighSeason,[8-inf],Standard,[160-260],[3-4],True
4529,4873,21,OffSeason,[2-3],Standard,[160-260],[2-2],True
4530,4874,56,OffSeason,[4-7],Nonref,[160-260],[2-2],True
4531,4875,22,OffSeason,[2-3],Standard,[160-260],[2-2],False
4532,4655,145,OffSeason,[2-3],Nonref,[160-260],[1-1],False
4533,4876,21,OffSeason,[2-3],Standard,[160-260],[2-2],True
4534,4877,56,OffSeason,[4-7],Nonref,[160-260],[2-2],True
4535,4878,127,OffSeason,[4-7],Standard,[160-260],[5-inf],True
4536,4879,31,OffSeason,[2-3],Standard,[160-260],[5-inf],True
4537,4880,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
4538,4881,50,OffSeason,[2-3],Nonref,[160-260],[2-2],True
4539,4107,37,OffSeason,[8-inf],Standard,[160-260],[2-2],True
4540,4883,14,OffSeason,[4-7],Standard,[160-260],[3-4],True
4541,4884,50,OffSeason,[2-3],Nonref,[160-260],[2-2],True
4542,4885,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
4543,4886,24,OffSeason,[4-7],Standard,[160-260],[2-2],True
4544,4758,251,OffSeason,[0-1],Standard,[160-260],[3-4],False
4545,4887,61,OffSeason,[2-3],Standard,[0-160],[2-2],True
4546,4888,359,OffSeason,[2-3],Standard,[360-500],[5-inf],False
4547,4889,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
4548,4891,56,OffSeason,[4-7],Nonref,[160-260],[2-2],True
4549,4892,88,OffSeason,[8-inf],Standard,[160-260],[3-4],True
4550,4893,129,OffSeason,[2-3],Nonref,[160-260],[1-1],True
4551,4894,31,OffSeason,[2-3],Standard,[160-260],[5-inf],True
4552,4895,21,OffSeason,[2-3],Standard,[160-260],[2-2],True
4553,4896,71,OffSeason,[4-7],Nonref,[160-260],[3-4],True
4554,4897,34,OffSeason,[2-3],Standard,[260-360],[3-4],False
4555,4898,50,OffSeason,[2-3],Nonref,[160-260],[2-2],True
4556,4899,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
4557,4900,64,OffSeason,[2-3],Nonref,[0-160],[2-2],True
4558,4901,50,OffSeason,[2-3],Nonref,[160-260],[2-2],True
4559,4902,24,OffSeason,[4-7],Standard,[160-260],[2-2],True
4560,4781,251,OffSeason,[0-1],Standard,[160-260],[3-4],False
4561,2889,17,OffSeason,[2-3],Standard,[160-260],[1-1],True
4562,4903,57,OffSeason,[2-3],Nonref,[160-260],[5-inf],True
4563,4904,48,OffSeason,[2-3],Nonref,[160-260],[2-2],False
4564,4905,71,OffSeason,[4-7],Nonref,[160-260],[3-4],True
4565,4906,246,OffSeason,[0-1],Nonref,[160-260],[3-4],True
4566,4907,24,OffSeason,[4-7],Standard,[160-260],[2-2],True
4567,4908,433,OffSeason,[2-3],Nonref,[260-360],[1-1],True
4568,4909,32,OffSeason,[2-3],Standard,[260-360],[2-2],True
4569,4910,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
4570,4911,56,OffSeason,[4-7],Nonref,[160-260],[2-2],True
4571,440,386,WinterVacation,[4-7],Standard,[260-360],[3-4],True
4572,4912,56,OffSeason,[4-7],Nonref,[160-260],[2-2],True
4573,4913,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
4574,4914,50,OffSeason,[2-3],Nonref,[160-260],[2-2],True
4575,4915,24,OffSeason,[4-7],Standard,[160-260],[2-2],True
4576,4916,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
4577,4917,67,OffSeason,[2-3],Nonref,[260-360],[5-inf],True
4578,4918,81,OffSeason,[2-3],Nonref,[260-360],[3-4],True
4579,4919,160,OffSeason,[0-1],Standard,[160-260],[3-4],True
4580,4920,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
4581,4921,411,OffSeason,[0-1],Nonref,[160-260],[1-1],True
4582,4923,228,OffSeason,[0-1],Standard,[160-260],[2-2],False
4583,4924,412,OffSeason,[0-1],Standard,[260-360],[3-4],False
4584,4925,21,OffSeason,[2-3],Standard,[160-260],[2-2],True
4585,4926,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
4586,4927,50,OffSeason,[2-3],Nonref,[160-260],[2-2],True
4587,4928,50,OffSeason,[2-3],Nonref,[160-260],[2-2],True
4588,4929,21,OffSeason,[2-3],Standard,[160-260],[2-2],True
4589,4930,6,OffSeason,[2-3],Standard,[260-360],[5-inf],True
4590,4931,6,OffSeason,[2-3],Standard,[260-360],[5-inf],True
4591,4932,246,OffSeason,[0-1],Nonref,[160-260],[3-4],True
4592,4933,246,OffSeason,[0-1],Nonref,[160-260],[3-4],True
4593,4934,434,WinterVacation,[2-3],Standard,[160-260],[5-inf],True
4594,4935,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
4595,4937,71,OffSeason,[4-7],Nonref,[160-260],[3-4],True
4596,4788,134,OffSeason,[0-1],Standard,[160-260],[1-1],False
4597,4939,50,OffSeason,[2-3],Nonref,[160-260],[2-2],True
4598,4940,430,NewYear,[4-7],Nonref,[160-260],[2-2],True
4599,4941,160,OffSeason,[0-1],Standard,[160-260],[3-4],True
4600,4942,17,OffSeason,[2-3],Standard,[160-260],[1-1],True
4601,4943,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
4602,4552,129,OffSeason,[2-3],Nonref,[160-260],[1-1],True
4603,4944,56,OffSeason,[4-7],Nonref,[160-260],[2-2],True
4604,4945,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
4605,4946,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
4606,4947,246,OffSeason,[0-1],Nonref,[160-260],[3-4],True
4607,4949,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
4608,4950,56,OffSeason,[4-7],Nonref,[160-260],[2-2],True
4609,4951,67,OffSeason,[2-3],Nonref,[260-360],[5-inf],True
4610,4952,64,OffSeason,[2-3],Nonref,[0-160],[2-2],True
4611,4953,411,OffSeason,[0-1],Nonref,[160-260],[1-1],True
4612,4954,423,NewYear,[2-3],Standard,[160-260],[3-4],True
4613,4954,423,NewYear,[2-3],Standard,[160-260],[3-4],True
4614,4954,423,NewYear,[2-3],Standard,[160-260],[3-4],True
4615,4955,401,OffSeason,[0-1],Nonref,[160-260],[2-2],True
4616,4956,50,OffSeason,[2-3],Nonref,[160-260],[2-2],True
4617,4957,57,OffSeason,[2-3],Nonref,[160-260],[5-inf],True
4618,2763,160,OffSeason,[0-1],Standard,[160-260],[3-4],True
4619,4958,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
4620,4959,49,OffSeason,[0-1],Standard,[160-260],[2-2],True
4621,4960,50,OffSeason,[2-3],Nonref,[160-260],[2-2],True
4622,4961,410,OffSeason,[0-1],Nonref,[260-360],[3-4],True
4623,4274,50,OffSeason,[2-3],Nonref,[160-260],[2-2],True
4624,4962,77,OffSeason,[4-7],Standard,[0-160],[2-2],True
4625,4963,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
4626,4964,67,OffSeason,[2-3],Nonref,[260-360],[5-inf],True
4627,4965,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
4628,4966,21,OffSeason,[2-3],Standard,[160-260],[2-2],True
4629,50,6,OffSeason,[2-3],Standard,[260-360],[5-inf],True
4630,4968,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
4631,4969,34,OffSeason,[2-3],Standard,[260-360],[3-4],False
4632,4970,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
4633,4971,401,OffSeason,[0-1],Nonref,[160-260],[2-2],True
4634,4972,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
4635,4973,435,NewYear,[4-7],Nonref,[160-260],[3-4],False
4636,4975,50,OffSeason,[2-3],Nonref,[160-260],[2-2],True
4637,4976,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
4638,4977,48,OffSeason,[2-3],Nonref,[160-260],[2-2],False
4639,4978,48,OffSeason,[2-3],Nonref,[160-260],[2-2],False
4640,4979,50,OffSeason,[2-3],Nonref,[160-260],[2-2],True
4641,4980,258,OffSeason,[2-3],Nonref,[260-360],[2-2],False
4642,4981,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
4643,4982,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
4644,4983,81,OffSeason,[2-3],Nonref,[260-360],[3-4],True
4645,4985,31,OffSeason,[2-3],Standard,[160-260],[5-inf],True
4646,4986,158,OffSeason,[2-3],Nonref,[260-360],[5-inf],False
4647,4987,14,OffSeason,[4-7],Standard,[160-260],[3-4],True
4648,4987,14,OffSeason,[4-7],Standard,[160-260],[3-4],True
4649,4988,67,OffSeason,[2-3],Nonref,[260-360],[5-inf],True
4650,4989,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
4651,4990,160,OffSeason,[0-1],Standard,[160-260],[3-4],True
4652,4991,246,OffSeason,[0-1],Nonref,[160-260],[3-4],True
4653,4992,423,NewYear,[2-3],Standard,[160-260],[3-4],True
4654,4993,32,OffSeason,[2-3],Standard,[260-360],[2-2],True
4655,4995,373,OffSeason,[0-1],Nonref,[160-260],[2-2],False
4656,4996,436,WinterVacation,[2-3],Standard,[160-260],[2-2],False
4657,4997,25,OffSeason,[2-3],Standard,[260-360],[3-4],True
4658,4998,78,OffSeason,[0-1],Nonref,[260-360],[5-inf],True
4659,4999,437,WinterVacation,[4-7],Standard,[160-260],[3-4],False
4660,5000,67,OffSeason,[2-3],Nonref,[260-360],[5-inf],True
4661,5001,67,OffSeason,[2-3],Nonref,[260-360],[5-inf],True
4662,5002,401,OffSeason,[0-1],Nonref,[160-260],[2-2],True
4663,3456,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
4664,4107,37,OffSeason,[8-inf],Standard,[160-260],[2-2],True
4665,5003,14,OffSeason,[4-7],Standard,[160-260],[3-4],True
4666,5003,24,OffSeason,[4-7],Standard,[160-260],[2-2],True
4667,5004,1,WinterVacation,[2-3],Standard,[160-260],[3-4],True
4668,5005,108,OffSeason,[4-7],Nonref,[160-260],[3-4],False
4669,5006,50,OffSeason,[2-3],Nonref,[160-260],[2-2],True
4670,5007,356,OffSeason,[2-3],Standard,[360-500],[5-inf],True
4671,5008,21,OffSeason,[2-3],Standard,[160-260],[2-2],True
4672,5009,64,OffSeason,[2-3],Nonref,[0-160],[2-2],True
4673,5010,48,OffSeason,[2-3],Nonref,[160-260],[2-2],False
4674,5011,401,OffSeason,[0-1],Nonref,[160-260],[2-2],True
4675,706,251,OffSeason,[0-1],Standard,[160-260],[3-4],False
4676,5012,71,OffSeason,[4-7],Nonref,[160-260],[3-4],True
4677,5013,3,WinterVacation,[4-7],Standard,[160-260],[3-4],True
4678,5014,48,OffSeason,[2-3],Nonref,[160-260],[2-2],False
4679,5015,49,OffSeason,[0-1],Standard,[160-260],[2-2],True
4680,5017,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
4681,5018,98,OffSeason,[8-inf],Standard,[160-260],[1-1],True
4682,5019,21,OffSeason,[2-3],Standard,[160-260],[2-2],True
4683,5020,140,OffSeason,[2-3],Nonref,[260-360],[2-2],True
4684,5021,438,WinterVacation,[2-3],Nonref,[160-260],[2-2],False
4685,5023,439,WinterVacation,[4-7],Nonref,[160-260],[2-2],False
4686,5024,248,OffSeason,[0-1],Nonref,[0-160],[2-2],True
4687,5025,56,OffSeason,[4-7],Nonref,[160-260],[2-2],True
4688,5026,143,OffSeason,[0-1],Nonref,[160-260],[3-4],False
4689,5027,399,OffSeason,[0-1],Standard,[260-360],[5-inf],True
4690,5028,50,OffSeason,[2-3],Nonref,[160-260],[2-2],True
4691,5029,440,WinterVacation,[2-3],Standard,[0-160],[2-2],True
4692,5030,409,OffSeason,[0-1],Standard,[160-260],[5-inf],True
4693,5031,16,OffSeason,[4-7],Standard,[260-360],[5-inf],True
4694,5032,401,OffSeason,[0-1],Nonref,[160-260],[2-2],True
4695,5033,246,OffSeason,[0-1],Nonref,[160-260],[3-4],True
4696,5034,246,OffSeason,[0-1],Nonref,[160-260],[3-4],True
4697,5035,246,OffSeason,[0-1],Nonref,[160-260],[3-4],True
4698,5036,22,OffSeason,[2-3],Standard,[160-260],[2-2],False
4699,5037,50,OffSeason,[2-3],Nonref,[160-260],[2-2],True
4700,5038,67,OffSeason,[2-3],Nonref,[260-360],[5-inf],True
4701,5039,50,OffSeason,[2-3],Nonref,[160-260],[2-2],True
4702,5040,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
4703,5041,50,OffSeason,[2-3],Nonref,[160-260],[2-2],True
4704,4873,251,OffSeason,[0-1],Standard,[160-260],[3-4],False
4705,5042,158,OffSeason,[2-3],Nonref,[260-360],[5-inf],False
4706,5043,14,OffSeason,[4-7],Standard,[160-260],[3-4],True
4707,5044,16,OffSeason,[4-7],Standard,[260-360],[5-inf],True
4708,5045,160,OffSeason,[0-1],Standard,[160-260],[3-4],True
4709,5046,6,OffSeason,[2-3],Standard,[260-360],[5-inf],True
4710,5047,31,OffSeason,[2-3],Standard,[160-260],[5-inf],True
4711,5048,50,OffSeason,[2-3],Nonref,[160-260],[2-2],True
4712,5049,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
4713,5050,50,OffSeason,[2-3],Nonref,[160-260],[2-2],True
4714,5051,333,HighSeason,[2-3],Nonref,[160-260],[1-1],True
4715,5051,171,HighSeason,[2-3],Nonref,[260-360],[3-4],True
4716,5052,259,OffSeason,[2-3],Nonref,[0-160],[1-1],True
4717,5053,50,OffSeason,[2-3],Nonref,[160-260],[2-2],True
4718,5054,67,OffSeason,[2-3],Nonref,[260-360],[5-inf],True
4719,5055,243,OffSeason,[4-7],Nonref,[260-360],[2-2],True
4720,5056,67,OffSeason,[2-3],Nonref,[260-360],[5-inf],True
4721,5057,56,OffSeason,[4-7],Nonref,[160-260],[2-2],True
4722,5058,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
4723,5061,100,OffSeason,[4-7],Nonref,[260-360],[3-4],True
4724,5062,143,OffSeason,[0-1],Nonref,[160-260],[3-4],False
4725,5064,373,OffSeason,[0-1],Nonref,[160-260],[2-2],False
4726,5065,21,OffSeason,[2-3],Standard,[160-260],[2-2],True
4727,2439,185,OffSeason,[4-7],Nonref,[260-360],[5-inf],False
4728,5066,160,OffSeason,[0-1],Standard,[160-260],[3-4],True
4729,5067,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
4730,5068,401,OffSeason,[0-1],Nonref,[160-260],[2-2],True
4731,5069,31,OffSeason,[2-3],Standard,[160-260],[5-inf],True
4732,5070,417,NewYear,[2-3],Nonref,[260-360],[3-4],True
4733,5071,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
4734,5072,52,OffSeason,[2-3],Nonref,[160-260],[3-4],False
4735,5073,50,OffSeason,[2-3],Nonref,[160-260],[2-2],True
4736,5074,52,OffSeason,[2-3],Nonref,[160-260],[3-4],False
4737,5075,50,OffSeason,[2-3],Nonref,[160-260],[2-2],True
4738,4585,48,OffSeason,[2-3],Nonref,[160-260],[2-2],False
4739,5076,395,NewYear,[2-3],Nonref,[260-360],[5-inf],False
4740,5077,3,WinterVacation,[4-7],Standard,[160-260],[3-4],True
4741,5078,3,WinterVacation,[4-7],Standard,[160-260],[3-4],True
4742,5079,71,OffSeason,[4-7],Nonref,[160-260],[3-4],True
4743,5080,56,OffSeason,[4-7],Nonref,[160-260],[2-2],True
4744,5081,61,OffSeason,[2-3],Standard,[0-160],[2-2],True
4745,5082,441,NewYear,[2-3],Nonref,[160-260],[3-4],False
4746,4743,160,OffSeason,[0-1],Standard,[160-260],[3-4],True
4747,4030,14,OffSeason,[4-7],Standard,[160-260],[3-4],True
4748,5083,405,OffSeason,[0-1],Nonref,[160-260],[1-1],False
4749,5085,143,OffSeason,[0-1],Nonref,[160-260],[3-4],False
4750,5086,441,NewYear,[2-3],Nonref,[160-260],[3-4],False
4751,5087,373,OffSeason,[0-1],Nonref,[160-260],[2-2],False
4752,5088,430,NewYear,[4-7],Nonref,[160-260],[2-2],True
4753,5089,67,OffSeason,[2-3],Nonref,[260-360],[5-inf],True
4754,5090,442,Christmas,[2-3],Standard,[160-260],[3-4],True
4755,5091,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
4756,5092,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
4757,5093,1,WinterVacation,[2-3],Standard,[160-260],[3-4],True
4758,5094,443,NewYear,[2-3],Nonref,[160-260],[2-2],False
4759,5095,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
4760,5096,50,OffSeason,[2-3],Nonref,[160-260],[2-2],True
4761,5024,189,OffSeason,[0-1],Standard,[0-160],[2-2],False
4762,5097,401,OffSeason,[0-1],Nonref,[160-260],[2-2],True
4763,5098,24,OffSeason,[4-7],Standard,[160-260],[2-2],True
4764,5099,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
4765,5100,50,OffSeason,[2-3],Nonref,[160-260],[2-2],True
4766,5101,21,OffSeason,[2-3],Standard,[160-260],[2-2],True
4767,5102,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
4768,5103,160,OffSeason,[0-1],Standard,[160-260],[3-4],True
4769,5104,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
4770,5106,50,OffSeason,[2-3],Nonref,[160-260],[2-2],True
4771,5107,390,NewYear,[2-3],Standard,[160-260],[3-4],False
4772,5107,390,NewYear,[2-3],Standard,[160-260],[3-4],False
4773,5108,24,OffSeason,[4-7],Standard,[160-260],[2-2],True
4774,5109,50,OffSeason,[2-3],Nonref,[160-260],[2-2],True
4775,5110,37,OffSeason,[8-inf],Standard,[160-260],[2-2],True
4776,5111,50,OffSeason,[2-3],Nonref,[160-260],[2-2],True
4777,5112,21,OffSeason,[2-3],Standard,[160-260],[2-2],True
